day,series,demand,received,opening,served,lost,closing,order,target
0,0,0.0,0.0,225.44938356164386,0.0,0.0,225.44938356164386,0.0,225.44938356164386
0,1,0.0,0.0,509.6604109589041,0.0,0.0,509.6604109589041,0.0,509.6604109589041
0,2,587.94,0.0,546.2143150684931,546.2143150684931,41.725684931506976,0.0,546.2143150684931,546.2143150684931
0,3,0.0,0.0,241.21928082191778,0.0,0.0,241.21928082191778,0.0,241.21928082191778
0,4,221.9,0.0,524.5339726027396,221.9,0.0,302.6339726027396,221.89999999999998,524.5339726027396
0,5,0.0,0.0,424.828801369863,0.0,0.0,424.828801369863,0.0,424.828801369863
0,6,0.0,0.0,486.7493150684934,0.0,0.0,486.7493150684934,0.0,486.7493150684934
0,7,0.0,0.0,347.7283561643836,0.0,0.0,347.7283561643836,0.0,347.7283561643836
0,8,0.0,0.0,377.5047260273973,0.0,0.0,377.5047260273973,0.0,377.5047260273973
0,9,0.0,0.0,465.06106164383544,0.0,0.0,465.06106164383544,0.0,465.06106164383544
0,10,0.0,0.0,452.51907534246584,0.0,0.0,452.51907534246584,0.0,452.51907534246584
0,11,0.0,0.0,289.2730821917808,0.0,0.0,289.2730821917808,0.0,289.2730821917808
0,12,0.0,0.0,386.6066438356164,0.0,0.0,386.6066438356164,0.0,386.6066438356164
0,13,0.0,0.0,467.8044863013699,0.0,0.0,467.8044863013699,0.0,467.8044863013699
0,14,0.0,0.0,423.9286301369862,0.0,0.0,423.9286301369862,0.0,423.9286301369862
0,15,0.0,0.0,370.4582191780823,0.0,0.0,370.4582191780823,0.0,370.4582191780823
0,16,0.0,0.0,372.61815068493144,0.0,0.0,372.61815068493144,0.0,372.61815068493144
0,17,0.0,0.0,440.7528424657535,0.0,0.0,440.7528424657535,0.0,440.7528424657535
0,18,0.0,0.0,363.7329452054794,0.0,0.0,363.7329452054794,0.0,363.7329452054794
0,19,0.0,0.0,339.1046917808219,0.0,0.0,339.1046917808219,0.0,339.1046917808219
0,20,0.0,0.0,382.2246917808219,0.0,0.0,382.2246917808219,0.0,382.2246917808219
0,21,0.0,0.0,217.15965753424652,0.0,0.0,217.15965753424652,0.0,217.15965753424652
0,22,322.9,0.0,514.6831506849315,322.9,0.0,191.78315068493157,322.9,514.6831506849315
0,23,0.0,0.0,400.63876712328766,0.0,0.0,400.63876712328766,0.0,400.63876712328766
0,24,0.0,0.0,420.8831506849314,0.0,0.0,420.8831506849314,0.0,420.8831506849314
0,25,404.47,0.0,414.17273972602743,404.47,0.0,9.702739726027403,404.47,414.17273972602743
0,26,0.0,0.0,433.2189726027399,0.0,0.0,433.2189726027399,0.0,433.2189726027399
0,27,0.0,0.0,324.58712328767126,0.0,0.0,324.58712328767126,0.0,324.58712328767126
0,28,0.0,0.0,357.3754109589041,0.0,0.0,357.3754109589041,0.0,357.3754109589041
0,29,0.0,0.0,292.1207876712329,0.0,0.0,292.1207876712329,0.0,292.1207876712329
0,30,0.0,0.0,408.68301369863025,0.0,0.0,408.68301369863025,0.0,408.68301369863025
0,31,0.0,0.0,575.8559589041095,0.0,0.0,575.8559589041095,0.0,575.8559589041095
0,32,405.84,0.0,515.9707191780824,405.84,0.0,110.13071917808242,405.84,515.9707191780824
0,33,0.0,0.0,332.5119863013699,0.0,0.0,332.5119863013699,0.0,332.5119863013699
0,34,0.0,0.0,484.3216095890409,0.0,0.0,484.3216095890409,0.0,484.3216095890409
0,35,0.0,0.0,392.25914383561656,0.0,0.0,392.25914383561656,0.0,392.25914383561656
0,36,0.0,0.0,556.6009246575342,0.0,0.0,556.6009246575342,0.0,556.6009246575342
0,37,0.0,0.0,367.40099315068494,0.0,0.0,367.40099315068494,0.0,367.40099315068494
0,38,0.0,0.0,453.86154109589035,0.0,0.0,453.86154109589035,0.0,453.86154109589035
0,39,0.0,0.0,333.2752739726027,0.0,0.0,333.2752739726027,0.0,333.2752739726027
0,40,0.0,0.0,363.6351369863013,0.0,0.0,363.6351369863013,0.0,363.6351369863013
0,41,0.0,0.0,342.41434931506853,0.0,0.0,342.41434931506853,0.0,342.41434931506853
0,42,0.0,0.0,271.86130136986304,0.0,0.0,271.86130136986304,0.0,271.86130136986304
0,43,343.13,0.0,480.8273630136987,343.13,0.0,137.6973630136987,343.13,480.8273630136987
0,44,123.44,0.0,279.9872945205479,123.44,0.0,156.5472945205479,123.44,279.9872945205479
0,45,0.0,0.0,535.524212328767,0.0,0.0,535.524212328767,0.0,535.524212328767
0,46,0.0,0.0,423.32404109589044,0.0,0.0,423.32404109589044,0.0,423.32404109589044
0,47,0.0,0.0,388.81476027397264,0.0,0.0,388.81476027397264,0.0,388.81476027397264
0,48,226.17,0.0,527.1062328767123,226.17,0.0,300.9362328767123,226.16999999999996,527.1062328767123
