Bar Name,Brand Name,date,demand,closing,rows,observed,series,prior_consumption_ml,stockout_proxy
Anderson's Bar,Absolut,2023-01-01,0.0,,,False,0,0.0,False
Anderson's Bar,Absolut,2023-01-02,118.62,1191.3,1.0,True,0,0.0,False
Anderson's Bar,Absolut,2023-01-03,0.0,,,False,0,118.62,False
Anderson's Bar,Absolut,2023-01-04,0.0,,,False,0,118.62,False
Anderson's Bar,Absolut,2023-01-05,463.2,728.1,1.0,True,0,118.62,False
Anderson's Bar,Absolut,2023-01-06,453.02,275.08,1.0,True,0,581.8199999999999,False
Anderson's Bar,Absolut,2023-01-07,0.0,,,False,0,1034.84,False
Anderson's Bar,Absolut,2023-01-08,275.08,1.71e-13,1.0,True,0,1034.84,False
Anderson's Bar,Absolut,2023-01-09,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-10,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-11,0.0,1.71e-13,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-12,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-13,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-14,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-15,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-16,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-17,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-18,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-19,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-20,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-21,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-22,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-23,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-24,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-25,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-26,0.0,1.71e-13,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-27,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-28,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-29,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-30,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-01-31,0.0,1.71e-13,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-01,0.0,1.71e-13,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-02,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-03,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-04,0.0,1.71e-13,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-05,0.0,1.71e-13,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-06,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-07,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-08,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-09,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-10,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-11,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-12,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-13,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-14,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-15,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-16,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-17,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-18,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-19,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-20,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-21,0.0,,,False,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-22,0.0,1.71e-13,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-23,395.69,1547.44,1.0,True,0,1309.9199999999998,False
Anderson's Bar,Absolut,2023-02-24,0.0,,,False,0,1705.61,False
Anderson's Bar,Absolut,2023-02-25,0.0,,,False,0,1705.61,False
Anderson's Bar,Absolut,2023-02-26,0.0,,,False,0,1705.61,False
Anderson's Bar,Absolut,2023-02-27,0.0,,,False,0,1705.61,False
Anderson's Bar,Absolut,2023-02-28,0.0,,,False,0,1705.61,False
Anderson's Bar,Absolut,2023-03-01,0.0,,,False,0,1705.61,False
Anderson's Bar,Absolut,2023-03-02,190.59,1356.85,1.0,True,0,1705.61,False
Anderson's Bar,Absolut,2023-03-03,0.0,,,False,0,1896.1999999999998,False
Anderson's Bar,Absolut,2023-03-04,205.75,1151.1,1.0,True,0,1896.1999999999998,False
Anderson's Bar,Absolut,2023-03-05,0.0,,,False,0,2101.95,False
Anderson's Bar,Absolut,2023-03-06,0.0,,,False,0,2101.95,False
Anderson's Bar,Absolut,2023-03-07,289.73,861.37,1.0,True,0,2101.95,False
Anderson's Bar,Absolut,2023-03-08,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-09,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-10,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-11,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-12,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-13,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-14,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-15,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-16,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-17,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-18,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-19,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-20,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-21,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-22,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-23,0.0,,,False,0,2391.68,False
Anderson's Bar,Absolut,2023-03-24,141.18,720.0,1.0,True,0,2391.68,False
Anderson's Bar,Absolut,2023-03-25,0.0,,,False,0,2532.8599999999997,False
